name_trans|viewData.symbol|exchange_trans|sector_trans|industry_trans|last|pair_change_percent|eq_market_cap|turnover_volume|eq_pe_ratio|MACD|eq_revenue|avg_volume|eq_eps|eq_beta|eq_dividend|eq_yield|tech_sum_900|tech_sum_3600|tech_sum_86400|tech_sum_week|tech_sum_month|daily|week|month|ytd|year|3year|eq_one_year_return|yield_us|peexclxor_us|ttmpr2rev_us|aprfcfps_us|ttmprfcfps_us|price2bk_us|pr2tanbk_us|epschngyr_us|ttmepschg_us|epstrendgr_us|revchngyr_us|ttmrevchg_us|revtrendgr_us|csptrendgr_us|ttmastturn_us|ttminvturn_us|ttmrevpere_us|ttmniperem_us|ttmrecturn_us|a52_week_high|a52_week_low|a52_week_high_diff|a52_week_low_diff|month_change|ttmgrosmgn_us|grosmgn5yr_us|ttmopmgn_us|opmgn5yr_us|ttmptmgn_us|ptmgn5yr_us|ttmnpmgn_us|margin5yr_us|qquickrati_us|qcurratio_us|qltd2eq_us|qtotd2eq_us|yld5yavg_us|divgrpct_us|ttmpayrat_us|ADX|ATR|BullBear|CCI|HL|ROC|RSI|STOCH|STOCHRSI|UO|WilliamsR
Hyprop|HYPJ|Johannesburg|Real Estate|Residential & Commercial REITs|3250|-1.49%|11.62B|332.80K|8.00|-31.71|2.19B|647.96K|4.07|0.96|293.64|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-1.49|-2.90|-4.55|-3.39|-1.52|-19.59|-2.69|8.57%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3876|3164|-16.15|2.72|2.45%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|48.73|71.93|-203.10|-174.71|-76.36|-5.46|31.21|38.37|0.00|48.96|-84.98
Drdgold|DRDJ|Johannesburg|Basic Materials|Metals & Mining|1351|3.76%|11.51B|541.54K|0.95|-11.50|3.87B|559.44K|13.55|1.19|60.00|-|Strong Buy|Strong Buy|Neutral|Strong Buy|Strong Buy|3.76|0.52|-0.07|10.38|-8.34|50.28|-10.47|4.26%|9.52|2.10|6.08|14.96|1.97|2.00|7.53|17.50|109.56|6.24|10.11|16.95|39.49|0.76|9.80|5.59|1.23|29.23|1550|864|-12.84|56.37|-2.68%|26.25|21.61|23.22|17.14|28.45|19.43|22.05|13.96|4.67|5.35|0.79|0.75|3.47|-40.00|43.88|21.34|54.86|-69.12|-69.04|0.00|-2.81|50.20|48.00|51.19|46.55|-48.00
Suprgrp|SPGJ|Johannesburg|Consumer Cyclicals|Specialty Retailers|3392|-2.92%|11.38B|400.92K|7.78|137.99|48.50B|277.50K|4.37|0.82|63.00|-|Sell|Strong Sell|Buy|Strong Buy|Strong Buy|-2.92|-4.91|8.34|28.10|20.07|80.91|17.45|1.98%|6.97|0.20|6.18|51.71|0.77|5.66|31.62|39.12|5.86|34.57|30.40|9.13|3.52|0.88|10.35|3.61|134.72|9.34|3691|2443|-8.10|38.85|25.33%|14.97|12.13|6.98|6.33|5.32|4.46|2.84|3.03|0.54|1.22|126.99|196.24|0.25|0.00|13.83|30.79|173.64|-10.25|8.61|0.00|4.85|56.89|64.07|0.00|57.45|-47.84
Coronation|CMLJ|Johannesburg|Financial|Investment Banking & Investment Services|3108|-2.14%|10.87B|1.16M|8.54|-53.75|2.83B|810.91K|3.66|0.68|386.00|-|Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-2.14|-0.38|-2.11|1.17|-28.63|-8.99|-28.72|12.14%|8.49|2.92|46.07|47.27|5.33|11.94|-28.04|-24.96|-3.40|-15.22|-13.63|-1.03|-9.71|0.06|0.00|12.36|4.95|5.27|4699|2901|-33.86|7.14|-10.58%|100.00|100.00|50.01|48.81|45.42|49.87|34.39|37.64|0.05|0.05|23.59|28.79|12.92|-14.03|120.14|19.33|85.93|-65.15|-98.86|-22.71|-1.40|41.73|30.32|47.62|36.71|-93.49
Lighthouse Capital|LTEJ|Johannesburg|Real Estate|Real Estate Operations|660|-2.22%|10.71B|129.15K|19.13|-1.27|1.27B|635.94K|0.02|0.78|75.78|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-2.22|-2.65|-5.58|-2.94|-24.14|-15.38|-24.31|11.19%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|900|505|-26.67|30.69|1.92%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|17.74|28.00|-7.51|-178.92|-7.64|-1.49|41.11|36.77|0.00|39.46|-85.71
RCL Foods|RCLJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|1188|-1%|10.57B|68.96K|12.26|36.24|37.92B|55.18K|0.98|0.17|45.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Buy|-1.00|0.25|18.80|18.80|-7.91|18.80|-10.88|4%|12.15|0.28|3.57|-14.03|0.90|0.00|-21.95|-21.01|13.83|17.56|14.44|6.95|9.93|1.54|-|1.54|48.46|5.47|1302|950|-8.76|25.05|15.08%|23.98|25.64|0.00|2.84|0.00|1.53|0.00|1.02|0.00|1.12|0.00|0.00|3.35|80.00|46.22|41.76|37.57|44.92|68.41|19.79|8.10|67.33|74.25|37.77|67.86|-20.64
Reunert|RLOJ|Johannesburg|Industrials|Machinery, Tools, Heavy Vehicles, Trains & Ships|6240|0.48%|9.95B|974.06K|12.00|118.69|11.13B|297.74K|5.20|0.46|299.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|0.48|4.66|2.19|19.75|44.44|17.74|45.12|4.9%|11.51|0.86|13.39|19.87|1.35|1.70|12.94|7.77|-5.16|21.25|16.23|2.63|10.16|1.05|3.76|2.42|183.72|4.13|6350|3611|-1.73|72.81|3.95%|35.52|36.81|9.31|11.81|10.22|10.11|7.43|7.25|1.17|1.98|1.01|11.93|9.22|-8.56|54.90|42.76|152.21|218.62|123.27|127.00|1.53|71.93|75.35|85.22|64.28|-5.72
AECI Pref|AFEPp|Johannesburg|Basic Materials|Chemicals|1503|0%|9.75B|0.00|10.48|-7.19|34.33B|3.04K|8.79|0.55|111.18|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|0.00|0.00|0.20|7.36|4.38|0.20|4.37|7.4%|8.28|0.34|5.94|-9.76|0.90|1.25|8.04|183.87|8.87|31.38|20.72|6.98|9.34|1.24|4.02|4.27|180.55|4.83|1503|1101|0.00|36.51|0.2%|27.77|32.39|7.26|7.37|6.51|6.28|4.15|4.06|0.86|1.54|27.40|61.15|6.74|-4.41|61.70|47.72|94.86|79.41|47.65|73.07|4.38|54.14|74.54|67.50|54.82|0.00
AECI|AFEJ|Johannesburg|Basic Materials|Chemicals|9238|-0.6%|9.75B|301.00K|1.71|111.73|34.33B|231.21K|8.79|0.55|774.00|-|Buy|Sell|Strong Sell|Buy|Sell|-0.60|-2.70|4.88|5.46|-19.02|0.46|-17.88|8.01%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|11918|7840|-22.49|17.83|6.58%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|25.46|235.79|-197.01|-70.42|-23.21|0.70|50.65|39.92|0.00|41.49|-70.26
African Rainbow|AILJ|Johannesburg|Financial|Investment Banking & Investment Services|715|-0.69%|9.62B|6.56M|7.04|15.31|1.89B|266.52K|1.02|0.02|-|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|-0.69|0.42|6.24|15.14|19.37|177.13|30.24|-|7.18|5.94|-1.60K|0.00|0.72|0.72|-272.17|38.54|0.00|-2.63K|75.79|0.00|0.00|0.13|0.00|-|-|522.00|725|473|-1.38|51.16|6.82%|100.00|100.00|82.71|89.85|82.71|89.85|82.71|89.85|4.50|4.50|0.00|0.00|-|0.00|0.00|46.53|18.36|14.66|90.10|0.00|3.32|65.33|84.03|8.26|59.30|-13.51
Omnia|OMNJ|Johannesburg|Basic Materials|Chemicals|5820|-2.46%|9.48B|405.64K|7.21|-91.90|23.70B|344.63K|8.10|0.30|275.00|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-2.46|-1.47|-6.33|-6.97|-4.03|162.75|-1.68|4.66%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|8138|5726|-28.48|1.64|-4.75%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|20.79|136.71|-189.46|-158.37|-66.43|-4.79|34.64|38.96|42.39|43.86|-78.59
Advtech|ADHJ|Johannesburg|Academic & Educational Services|Miscellaneous Educational Service Providers|1664|-0.36%|9.01B|1.06M|12.25|-41.63|3.06B|294.36K|1.34|0.65|54.00|-|Buy|Strong Sell|Strong Sell|Sell|Buy|-0.36|-6.62|-12.00|-8.47|5.65|90.61|4.00|2.89%|12.45|1.40|9.04|11.10|1.96|3.45|18.66|22.28|11.67|18.20|16.41|12.03|-1.56|0.80|1.08K|704.25|76.28|20.16|1985|1481|-16.17|12.36|0.43%|50.38|48.06|18.49|17.44|16.21|13.65|11.25|9.56|0.25|0.33|13.03|39.91|2.10|0.00|41.67|30.30|83.29|-198.21|-191.07|-99.29|-9.56|24.54|28.80|0.00|30.44|-88.75
JSE|JSEJ|Johannesburg|Financial|Investment Banking & Investment Services|10516|-4.35%|8.99B|225.37K|11.62|-110.32|2.70B|121.08K|9.11|0.22|769.00|-|Strong Sell|Strong Sell|Strong Sell|Sell|Strong Sell|-4.35|-7.67|-9.60|-3.05|-10.14|1.88|-8.98|6.94%|0.00|0.00|0.00|0.00|0.00|0.00|-18.88|4.23|0.00|4.04|7.18|0.00|0.00|0.05|0.00|5.93|1.58|4.48|12284|9701|-14.39|8.40|-1.6%|100.00|100.00|0.00|35.18|0.00|46.09|0.00|33.57|0.00|1.05|0.00|0.00|4.90|4.00|98.06|25.65|429.64|-939.61|-331.83|-617.79|-11.67|31.70|60.61|0.00|24.15|-72.78
Adcock Ingram|AIPJ|Johannesburg|Healthcare|Pharmaceuticals|5250|0%|8.43B|115.48K|9.69|36.01|6.53B|49.12K|5.42|0.34|234.00|-|Strong Sell|Strong Sell|Neutral|Strong Buy|Strong Buy|0.00|-0.94|2.02|3.96|-0.30|33.83|-0.94|4.26%|10.98|1.01|10.42|10.31|1.68|2.20|19.68|20.01|8.25|7.61|8.04|7.96|-5.99|1.16|2.71|3.13|259.29|4.64|5827|4411|-9.90|19.02|5.69%|34.82|37.18|12.23|12.33|12.66|12.88|9.19|9.39|0.99|2.12|5.28|6.01|3.57|-15.00|39.40|26.26|185.50|-82.73|-83.45|0.00|2.02|49.98|39.35|0.00|52.27|-66.96
Kap Industrial|KAPJ|Johannesburg|Consumer Non-Cyclicals|Consumer Goods Conglomerates|338|-0.59%|8.37B|5.18M|5.27|-18.33|22.09B|2.77M|0.64|1.07|29.00|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-0.59|-4.79|-11.98|-23.87|-23.18|58.69|-21.40|7.34%|5.35|0.29|4.50|-7.81|0.73|0.99|-16.49|19.03|6.12|11.84|16.10|7.18|-0.10|1.03|7.18|1.26|62.42|5.73|562|322|-39.86|4.97|-15.7%|18.26|13.86|8.70|8.91|7.13|4.18|5.35|2.40|0.87|1.41|68.64|95.24|3.40|0.00|47.00|50.05|15.50|-21.20|-76.16|-2.29|-13.33|34.11|42.27|79.26|45.72|-76.47
Sun International|SUIJ|Johannesburg|Consumer Cyclicals|Hotels & Entertainment Services|3309|-1.78%|8.16B|96.56K|14.53|-28.32|9.51B|123.88K|2.31|0.88|88.00|-|Neutral|Strong Sell|Strong Sell|Sell|Buy|-1.78|-4.58|0.00|-4.34|40.81|58.30|39.33|2.57%|14.41|0.88|0.00|3.95|3.74|6.52|391.94|170.07|-13.24|37.45|25.75|-12.69|-33.93|0.71|39.40|999.60|-14.31|8.61|3758|2301|-11.95|43.81|-0.94%|58.12|58.10|17.40|12.96|12.30|2.64|6.24|-2.56|0.41|0.44|215.98|341.99|0.27|0.00|0.00|27.01|160.36|-118.59|-145.56|-33.14|-1.90|43.37|41.10|7.10|34.46|-80.20
Afrimat|AFTJ|Johannesburg|Basic Materials|Construction Materials|5228|0.35%|7.92B|79.17K|10.02|-90.52|4.85B|225.06K|5.21|0.52|186.00|-|Strong Buy|Buy|Strong Sell|Sell|Neutral|0.35|-3.19|-6.64|3.52|-21.97|99.16|-19.82|3.45%|11.70|1.75|9.28|100.99|2.26|2.43|-13.60|-23.13|23.39|7.17|6.52|16.00|50.06|0.94|6.62|1.37|202.88|10.66|7647|4366|-31.63|19.74|-2.02%|34.31|34.16|20.39|19.43|20.60|19.17|14.93|14.39|1.18|1.87|3.81|7.45|3.13|29.91|36.16|48.81|178.64|-433.89|-129.27|-170.29|-9.22|38.84|27.66|10.16|37.62|-86.60
Industrials REIT|MLIJ|Johannesburg|Real Estate|Residential & Commercial REITs|2605|-3.52%|7.73B|19.62K|7.51|-11.10|798.01M|161.12K|0.16|0.55|142.53|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-3.52|-4.54|-5.27|-2.29|-31.98|9.68|-31.97|5.2%|8.12|7.42|25.34|0.00|0.75|0.75|-153.74|-31.97|47.95|20.40|30.76|8.37|0.00|0.08|0.00|850.63|803.92|5.16|4301|2387|-39.43|9.13|2.8%|78.51|78.52|46.13|54.38|91.38|96.52|94.51|99.21|1.59|1.80|35.87|36.37|4.59|-1.93|21.46|27.65|223.79|-14.90|-156.94|-40.29|-5.96|36.91|40.50|0.00|37.26|-79.16
Datatec Ltd|DTCJ|Johannesburg|Technology|Software & IT Services|3423|-2.2%|7.59B|93.61K|12.35|75.50|75.85B|117.81K|0.15|-0.27|1.36K|-|Strong Sell|Strong Sell|Neutral|Buy|Strong Sell|-2.20|-2.00|3.41|10.42|8.80|0.53|6.24|38.96%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|4876|2908|-29.80|17.71|0.32%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|57.05|92.50|88.33|50.38|0.00|6.80|52.63|70.28|29.27|57.20|-47.41
Oceana|OCEJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|6794|-2.54%|7.35B|64.54K|11.25|45.10|-|94.22K|6.03|0.34|594.00|-|Neutral|Strong Sell|Strong Sell|Strong Buy|Strong Buy|-2.54|-6.74|-5.09|7.35|20.25|29.51|22.11|8.61%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|7597|4300|-10.57|58.00|5.38%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|20.53|237.79|-507.08|-145.74|-205.07|-3.11|41.28|41.60|0.00|41.97|-94.92
Famous Brands|FBRJ|Johannesburg|Consumer Cyclicals|Hotels & Entertainment Services|6610|0.18%|6.62B|24.18K|13.78|72.87|3.58B|47.17K|4.80|1.32|330.00|-|Strong Buy|Strong Buy|Neutral|Strong Buy|Buy|0.18|0.39|4.47|4.24|8.36|46.89|6.61|4.95%|13.88|0.95|0.00|9.40|10.04|-37.69|170.66|21.86|-5.22|19.17|24.18|2.51|-15.33|2.30|8.42|1.77|129.59|15.44|7133|5058|-7.33|30.68|10.03%|45.11|48.89|10.63|10.95|10.17|3.34|6.82|-2.87|0.71|1.36|135.70|200.89|0.30|0.00|50.71|40.04|235.71|-153.39|-83.77|0.00|0.87|54.33|38.67|17.84|51.36|-55.15
Southern Sun|SSUJ|Johannesburg|Consumer Cyclicals|Hotels & Entertainment Services|449.46|1.13%|6.59B|185.05K|19.71|-0.48|5.19B|296.27K|0.23|1.07|-|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|1.13|4.53|-0.12|-0.34|41.79|79.07|47.36|-|19.66|1.54|47.57|9.68|0.82|0.87|306.17|137.22|0.00|169.97|159.37|-8.52|-39.78|0.30|18.09|305.78|-154.69|8.64|580|292|-22.51|53.92|-6.98%|71.62|63.69|18.21|-0.98|11.39|-28.86|8.08|-27.10|0.47|1.06|29.00|53.36|-|0.00|0.29|28.71|17.93|26.04|256.35|3.89|2.85|55.57|59.09|100.00|51.94|-23.91
Tharisa|THAJ|Johannesburg|Basic Materials|Metals & Mining|2160|-2.79%|6.48B|6.34K|2.28|15.35|10.87B|55.71K|0.54|0.94|116.34|-|Strong Sell|Strong Sell|Strong Sell|Neutral|Neutral|-2.79|-0.92|-2.92|7.95|-34.55|72.80|-36.47|5.15%|2.30|0.52|2.04|5.16|0.63|0.66|35.83|44.10|19.20|24.49|15.03|14.44|31.81|0.83|6.71|311.53|75.91|5.26|3464|1700|-37.64|27.06|4.7%|35.69|29.64|28.47|20.97|32.10|19.56|22.43|14.59|1.67|2.23|3.80|11.25|2.48|7.15|15.02|13.36|70.00|-15.07|-104.97|-17.00|-1.77|47.14|29.93|0.00|35.67|-92.25
Invprop|IPFJ|Johannesburg|Real Estate|Residential & Commercial REITs|796|-2.69%|6.41B|485.36K|4.80|-28.18|1.15B|1.54M|1.66|0.80|103.55|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-2.69|-4.44|-12.33|-16.91|-30.78|-27.17|-30.72|11.38%|5.19|4.59|10.73|0.00|0.50|0.50|68.05|160.87|-9.13|3.46|2.08|-3.51|0.00|0.06|0.00|-|-|4.79|1300|792|-38.77|0.51|-7.17%|79.07|100.24|71.56|92.73|86.75|67.37|88.41|63.32|0.20|0.45|58.53|71.85|12.48|106.19|61.41|32.38|36.71|-67.16|-210.53|-29.71|-10.26|28.91|25.07|5.90|27.22|-96.52
Astral|ARLJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|15867|-0.64%|6.16B|186.12K|5.70|74.54|14.38B|100.91K|27.81|0.23|1.38K|-|Buy|Sell|Strong Sell|Strong Sell|Strong Sell|-0.64|-4.78|-0.83|-2.51|11.74|-16.49|4.74|8.75%|5.85|0.32|5.14|6.71|1.29|1.32|109.42|127.08|7.21|17.75|21.86|9.26|12.20|2.38|7.10|2.03|112.24|13.00|22166|13820|-28.42|14.81|1.45%|20.70|21.56|7.07|8.18|7.37|8.41|5.53|6.07|0.89|1.94|6.61|6.94|8.12|28.37|42.75|26.16|427.36|-870.86|-93.22|-155.50|-1.57|44.38|92.21|0.00|52.23|-15.26
Grindrod|GNDJ|Johannesburg|Industrials|Freight & Logistics Services|1000|-3.29%|6.16B|1.14M|101.01|3.79|4.47B|1.29M|0.90|1.13|95.30|-|Strong Sell|Strong Sell|Strong Sell|Neutral|Strong Buy|-3.29|-5.03|-3.85|0.00|56.25|159.74|68.07|9.19%|0.00|0.00|0.00|0.00|0.00|0.00|0.00|244.44|0.00|0.00|50.67|0.00|0.00|0.30|-|900.61|-198.65|2.86|1198|616|-16.53|62.34|-1.53%|100.00|33.42|0.00|4.78|0.00|0.42|0.00|13.27|0.00|1.67|0.00|0.00|1.21|0.00|45.66|30.85|38.57|-39.82|-62.85|-8.64|-0.69|42.73|58.59|16.39|48.42|-68.99
Grindrod|GNDPp|Johannesburg|Industrials|Freight & Logistics Services|9101|0%|6.16B|4.64K|11.20|-18.38|4.47B|4.30K|0.90|1.13|758.00|-|Strong Sell|Strong Sell|Strong Sell|Sell|Strong Buy|0.00|-2.09|-1.14|-3.17|7.96|18.89|2.32|8.15%|0.00|0.00|0.00|0.00|0.00|0.00|0.00|244.44|0.00|0.00|50.67|0.00|0.00|0.30|-|900.61|-198.65|2.86|9650|8051|-5.69|13.04|-0.53%|100.00|33.42|0.00|4.78|0.00|0.42|0.00|13.27|0.00|1.67|0.00|0.00|1.21|5.35|45.66|81.10|123.43|-250.09|-82.11|-45.21|-1.18|44.32|54.74|17.08|58.68|-74.68
Attacq|ATTJ|Johannesburg|Real Estate|Residential & Commercial REITs|865|-0.8%|6.09B|624.70K|5.19|20.87|1.94B|756.28K|1.67|1.07|50.00|-|Sell|Neutral|Strong Buy|Strong Buy|Strong Buy|-0.80|0.35|21.15|15.33|21.49|-1.26|20.31|5.8%|5.17|2.44|9.96|0.00|0.49|0.49|-13.74|664.91|13.27|-6.13|1.50|1.57|0.00|0.11|7.60|13.53|-25.33|64.66|915|525|-5.46|64.76|18.77%|59.63|65.98|49.96|54.83|53.33|-21.14|47.22|-5.20|0.66|1.19|62.54|69.91|7.01|0.00|0.00|32.42|31.50|12.59|26.25|0.00|0.58|60.47|62.06|18.50|61.45|-35.21
Alexander Forbes Group Holdings|AFHJ|Johannesburg|Financial|Investment Banking & Investment Services|490|5.38%|6.06B|118.67K|11.92|-1.89|4.32B|390.01K|0.41|0.07|35.00|-|Neutral|Neutral|Neutral|Buy|Strong Buy|5.38|-2.00|2.08|-6.67|32.79|13.69|40.00|7.29%|14.62|1.45|6.86|4.15|1.53|2.74|12.73|227.37|-19.24|5.86|6.93|-3.14|-1.65|0.01|0.00|1.67|175.52|20.94|583|348|-15.95|40.80|2.04%|77.33|77.30|13.32|17.22|14.38|10.74|11.81|7.35|3.36|4.08|16.26|15.51|11.22|-72.00|82.16|32.49|24.29|-25.93|-65.56|0.00|2.94|49.64|58.27|61.32|45.49|-46.58
Stor-Age Property REIT Ltd|SSSJ|Johannesburg|Real Estate|Residential & Commercial REITs|1257|-4.41%|5.97B|221.87K|5.06|-18.90|767.08M|298.64K|2.54|0.28|115.35|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-4.41|-5.49|-9.83|-9.04|-8.98|9.78|-8.11|8.61%|5.42|6.45|14.01|0.00|0.91|0.93|26.57|12.94|4.99|26.20|16.76|37.09|0.00|0.10|39.59|-|-|6.38|1548|1257|-18.80|0.00|-0.74%|74.84|75.04|61.66|63.28|145.31|107.92|118.89|99.63|0.37|0.38|41.26|48.13|5.99|-48.15|43.34|30.36|42.79|-55.80|-195.49|-59.14|-8.52|32.82|35.73|0.00|25.55|-100.00
WBHO|WBOJ|Johannesburg|Industrials|Construction & Engineering|11200|0.71%|5.96B|184.96K|7.51|339.46|18.58B|38.78K|-8.87|0.70|205.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|0.71|3.68|8.30|26.35|45.87|28.99|42.75|2.29%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|11225|7000|-0.22|60.00|5.68%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|26.89|683.21|729.65|142.92|396.00|10.35|65.50|89.95|100.00|76.35|-1.12
Pan African Resources|PANJ|Johannesburg|Basic Materials|Metals & Mining|293|1.03%|5.54B|2.30M|5.31|-13.27|261.04M|1.49M|0.03|0.77|18.00|-|Strong Buy|Buy|Strong Sell|Strong Sell|Strong Sell|1.03|-7.28|-14.08|-12.54|-30.40|29.65|-32.95|6.08%|-|2.69|30.89|52.02|1.86|2.59|7.76|-60.67|-24.72|49.70|16.87|-4.39|27.46|0.31|15.39|27.13|4.15|7.50|452|283|-35.18|3.53|-13.88%|37.56|40.17|19.64|21.21|13.98|20.11|15.29|16.91|0.33|0.41|71.34|79.42|-|-|65.55|22.41|14.43|-29.04|-141.42|-7.07|-9.85|35.10|47.45|49.02|43.40|-80.39
Deutsche Konsum REIT|DKRJ|Johannesburg|Real Estate|Real Estate Operations|12000|0%|5.24B|0.00|4.59|-|162.93M|202.00|1.67|0.42|666.42|-|-|-|-|-|-|0.00|0.00|0.00|0.00|411.95|-|411.95|5.55%|-|13.04|29.93|25.40|1.77|1.77|66.67|-19.70|19.68|71.67|54.73|74.75|-|0.08|-|3.33|3.36|38.71|12000|2428|0.00|394.23|-|75.52|67.17|116.51|114.43|100.74|101.26|100.71|101.74|0.05|2.58|92.86|96.38|-|-|16.24|-|-|-|-|-|-|-|-|-|-|-
Brait|BATJ|Johannesburg|Financial|Investment Banking & Investment Services|387|-3.01%|5.11B|461.06K|-25.07|4.48|-280.00M|616.42K|-0.16|0.55|-|-|Strong Sell|Strong Sell|Buy|Neutral|Strong Sell|-3.01|2.65|7.50|0.52|-15.50|-37.58|-7.19|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|510|329|-24.12|17.63|-5.51%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|32.60|17.64|27.02|91.40|9.07|6.61|55.65|78.09|72.69|56.22|-24.68
SA Corporate Real Estate|SACJ|Johannesburg|Financial|Investment Banking & Investment Services|205|-1.91%|5.10B|1.56M|5.59|-5.53|2.30B|948.94K|0.36|1.12|25.58|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-1.91|-5.09|-10.87|-14.58|-14.94|17.14|-15.64|11.03%|5.92|2.71|8.52|8.71|0.52|0.53|103.34|965.28|-25.40|-7.46|-3.02|1.68|7.41|0.11|1.97K|-|-|4.68|255|181|-19.61|13.26|-4.35%|56.38|62.04|47.44|55.23|45.80|15.37|45.72|15.35|0.16|0.48|27.96|64.77|20.91|59.68|62.78|59.02|9.43|-14.06|-145.98|-4.86|-10.87|34.96|42.02|21.65|39.15|-73.53
Fairvest|FTAJ|Johannesburg|Real Estate||1375|0%|5.10B|0.00|1.89|-1.14|-|7.38K|1.54|0.57|126.22|-|Strong Buy|Strong Buy|Strong Buy|Neutral|Buy|0.00|0.51|4.56|-7.09|-7.03|41.03|-7.03|9.35%|3.01|3.23|12.72|12.72|0.00|0.00|0.00|182.85|30.63|0.00|186.21|36.77|0.00|0.09|0.00|-|-|5.51|1500|1199|-8.33|14.68|-6.14%|56.85|60.76|50.67|55.43|109.66|67.59|107.05|67.51|0.00|0.35|0.00|0.00|-|0.00|24.51|44.78|34.29|-5.89|36.98|13.36|4.56|51.15|87.43|82.33|60.18|-24.24
Fairvest|FTBJ|Johannesburg|Real Estate|Residential & Commercial REITs|290|-3.33%|5.10B|700.07K|8.93|-2.60|-|858.65K|1.54|0.57|43.29|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-3.33|-4.61|-6.45|-7.35|-9.38|23.40|-11.59|13.74%|3.01|3.77|36.59|36.59|1.22|0.78|-129.48|-70.02|-3.19|78.98|43.07|14.48|-21.48|0.15|-|-|-|8.68|355|288|-18.31|0.69|-1.64%|62.66|60.87|27.80|55.74|14.85|66.67|14.58|66.61|-|0.34|27.82|34.97|-|-|34.20|29.39|9.79|-15.22|-159.19|-5.79|-4.29|36.78|63.19|27.77|30.94|-91.67
Jubilee Platinum|JBLJ|Johannesburg|Basic Materials|Metals & Mining|189|0%|4.90B|786.00K|11.67|-11.08|70.00M|355.62K|0.01|1.50|-|-|Buy|Neutral|Strong Sell|Strong Sell|Strong Sell|0.00|-7.80|-24.40|-14.86|-39.03|204.84|-40.94|-|14.52|3.05|56.18|56.18|0.54|3.58|86.24|84.59|-|64.44|44.20|24.37|99.94|0.20|12.84|1.18|-200.28|4.34|330|171|-42.73|10.53|-19.54%|38.67|31.99|-5.33|-122.07|-17.00|-129.28|-17.00|-89.87|2.56|2.89|2.87|5.44|-|-|-|56.24|8.79|-37.68|-200.70|-8.93|-7.80|26.86|47.69|0.00|56.99|-72.22
Emira|EMIJ|Johannesburg|Real Estate|Residential & Commercial REITs|1002|-1.38%|4.83B|147.52K|4.01|0.79|2.16B|336.17K|2.53|0.65|129.63|-|Strong Sell|Strong Sell|Strong Sell|Neutral|Neutral|-1.38|-6.36|-4.48|-2.62|5.70|4.38|1.42|12.11%|3.95|2.24|11.42|13.12|0.59|0.62|82.81|57.48|7.00|18.03|10.63|1.54|-68.76|0.14|0.00|61.28|-46.87|9.32|1158|870|-13.47|15.17|10.21%|63.88|63.81|59.10|57.90|56.74|22.57|56.67|22.38|0.16|0.51|57.98|85.35|16.12|49.82|47.95|38.14|50.43|-85.24|-209.47|-24.71|-5.74|39.31|50.88|0.00|58.98|-80.30
